ensembl_id	log2FoldChange	pvalue	padj	symbol	description
ENSG00000011590	-0.084160216	0.461190379	0.646349294	ZBTB32	zinc finger and BTB domain containing 32
ENSG00000011600	0.137570781	0.201303294	0.380318505	TYROBP	transmembrane immune signaling adaptor TYROBP
ENSG00000011638	0.061652434	0.585034815	0.746300566	LDAF1	lipid droplet assembly factor 1
ENSG00000011677	-0.261186207	0.001082309	0.00817501	GABRA3	gamma-aminobutyric acid type A receptor subunit alpha3
ENSG00000012048	-0.344666209	0.001340887	0.010055633	BRCA1	BRCA1 DNA repair associated
ENSG00000012061	0.023799048	0.773506839	0.874746582	ERCC1	"ERCC excision repair 1, endonuclease non-catalytic subunit"
ENSG00000012124	-0.021187573	0.859730216	0.925442285	CD22	CD22 molecule
ENSG00000012171	-0.649306127	0.000784826	0.006383504	SEMA3B	semaphorin 3B
ENSG00000012174	0.185453078	0.021227037	0.077619894	MBTPS2	"membrane bound transcription factor peptidase, site 2"
ENSG00000012211	-0.057822198	0.433602762	0.622676978	PRICKLE3	prickle planar cell polarity protein 3
ENSG00000012223	-0.113180631	0.279174866	0.472139204	LTF	lactotransferrin
ENSG00000012232	-0.349072978	0.000448869	0.004083992	EXTL3	exostosin like glycosyltransferase 3
ENSG00000012504	-0.206339532	0.100273953	0.23563072	NR1H4	nuclear receptor subfamily 1 group H member 4
ENSG00000012660	-0.152726583	0.097425432	0.231330856	ELOVL5	ELOVL fatty acid elongase 5
ENSG00000012779	0.401902087	0.009839098	0.043897799	ALOX5	arachidonate 5-lipoxygenase
ENSG00000012817	-1.138254012	0.00036576	0.003446115	KDM5D	lysine demethylase 5D
ENSG00000012822	-0.206886373	0.006836615	0.033648503	CALCOCO1	calcium binding and coiled-coil domain 1
ENSG00000012963	-0.132573964	0.035921195	0.113591733	UBR7	ubiquitin protein ligase E3 component n-recognin 7
ENSG00000012983	-0.14164404	0.072173254	0.18660315	MAP4K5	mitogen-activated protein kinase kinase kinase kinase 5
ENSG00000013016	-0.065480851	0.554379768	0.721864732	EHD3	EH domain containing 3
ENSG00000013275	0.07004872	0.344849042	0.539810942	PSMC4	"proteasome 26S subunit, ATPase 4"
ENSG00000013288	0.138113134	0.087446755	0.215065873	MAN2B2	mannosidase alpha class 2B member 2
ENSG00000013293	-0.960417612	0.000800378	0.00617861	SLC7A14	solute carrier family 7 member 14
ENSG00000013297	-0.162370534	0.209665913	0.390825912	CLDN11	claudin 11
ENSG00000013306	0.020754373	0.7966451	0.889927241	SLC25A39	solute carrier family 25 member 39
ENSG00000013364	0.199544128	0.050302358	0.144312778	MVP	major vault protein
ENSG00000013374	-0.058410805	0.345369466	0.540248536	NUB1	negative regulator of ubiquitin like proteins 1
ENSG00000013375	-0.047911554	0.574396755	0.738140001	PGM3	phosphoglucomutase 3
ENSG00000013392	0.083704397	0.280989138	0.490038029	RWDD2A	RWD domain containing 2A
ENSG00000013441	-0.074986171	0.429250712	0.618609412	CLK1	CDC like kinase 1
ENSG00000013503	0.21898631	0.001865707	0.012402413	POLR3B	RNA polymerase III subunit B
ENSG00000013523	-0.250841892	0.009618257	0.043232389	ANGEL1	angel homolog 1
ENSG00000013561	0.348853036	8.70E-08	2.92E-06	RNF14	ring finger protein 14
ENSG00000013563	0.13178316	0.142041005	0.299445937	DNASE1L1	deoxyribonuclease 1 like 1
ENSG00000013573	-0.164376794	0.123311563	0.271777591	DDX11	DEAD/H-box helicase 11
ENSG00000013583	0.135702602	0.107452023	0.246596966	HEBP1	heme binding protein 1
ENSG00000013588	-1.06247991	8.70E-05	0.001106581	GPRC5A	G protein-coupled receptor class C group 5 member A
ENSG00000013619	0.231365035	0.088256903	0.215436068	MAMLD1	mastermind like domain containing 1
ENSG00000013725	0.028219671	0.798673582	0.883069822	CD6	CD6 molecule
ENSG00000013810	-0.033199311	0.742284173	0.855128991	TACC3	transforming acidic coiled-coil containing protein 3
ENSG00000014123	0.091985658	0.282279533	0.475434944	UFL1	UFM1 specific ligase 1
ENSG00000014138	0.058705514	0.559180385	0.720347989	POLA2	"DNA polymerase alpha 2, accessory subunit"
ENSG00000014164	-0.126448733	0.166422055	0.293107535	ZC3H3	zinc finger CCCH-type containing 3
ENSG00000014216	0.210170006	0.007303464	0.035148563	CAPN1	calpain 1
ENSG00000014257	0.093069405	0.303413495	0.4979864	ACP3	acid phosphatase 3
ENSG00000014641	0.447987084	3.42E-08	1.54E-06	MDH1	malate dehydrogenase 1
ENSG00000014824	0.4716489	3.19E-10	2.81E-08	SLC30A9	solute carrier family 30 member 9
ENSG00000014914	-0.434097357	0.004554241	0.024613951	MTMR11	myotubularin related protein 11
ENSG00000014919	0.19656766	0.001705743	0.01159322	COX15	cytochrome c oxidase assembly homolog COX15
ENSG00000015133	-0.037997173	0.727077191	0.845667527	CCDC88C	coiled-coil domain containing 88C
ENSG00000015153	0.140802795	0.035774723	0.12542255	YAF2	YY1 associated factor 2
ENSG00000015171	0.039367344	0.568618476	0.654131971	ZMYND11	zinc finger MYND-type containing 11
ENSG00000015285	0.063322892	0.518864334	0.715341054	WAS	WASP actin nucleation promoting factor
ENSG00000015413	0.439865502	0.023070126	0.082266206	DPEP1	dipeptidase 1
ENSG00000015475	0.095640675	0.279432198	0.472440433	BID	BH3 interacting domain death agonist
ENSG00000015479	0.003543513	0.97353961	0.983152302	MATR3	matrin 3
ENSG00000015520	0.011541443	0.888097925	0.941997425	NPC1L1	NPC1 like intracellular cholesterol transporter 1
ENSG00000015532	0.166504184	0.018981071	0.071677109	XYLT2	xylosyltransferase 2
ENSG00000015676	0.13142093	0.036326237	0.114578953	NUDCD3	NudC domain containing 3
ENSG00000016391	-0.067874774	0.526167977	0.699792254	CHDH	choline dehydrogenase
ENSG00000016402	-0.022830324	0.783861424	0.88057707	IL20RA	interleukin 20 receptor subunit alpha
ENSG00000016864	-0.566516801	7.14E-12	1.01E-09	GLT8D1	glycosyltransferase 8 domain containing 1
ENSG00000017260	-0.151932354	0.030810521	0.102158332	ATP2C1	ATPase secretory pathway Ca2+ transporting 1
ENSG00000017427	-0.242248317	0.065399589	0.174379412	IGF1	insulin like growth factor 1
ENSG00000017483	0.157255982	0.169020493	0.337842721	SLC38A5	solute carrier family 38 member 5
ENSG00000017797	-0.039947247	0.567956155	0.732535975	RALBP1	ralA binding protein 1
ENSG00000018189	0.160497512	0.051071874	0.145930127	RUFY3	RUN and FYVE domain containing 3
ENSG00000018236	-0.034249235	0.701810909	0.823604682	CNTN1	contactin 1
ENSG00000018280	-0.109364945	0.336563086	0.527223891	SLC11A1	solute carrier family 11 member 1
ENSG00000018408	0.240537191	0.027137068	0.092814609	WWTR1	WW domain containing transcription regulator 1
ENSG00000018510	-0.085564869	0.242410615	0.430376548	AGPS	alkylglycerone phosphate synthase
ENSG00000018610	0.020364585	0.761685763	0.866871067	STEEP1	STING1 ER exit protein 1
ENSG00000018625	-0.211888354	0.115305282	0.259159864	ATP1A2	ATPase Na+/K+ transporting subunit alpha 2
ENSG00000018699	0.100596259	0.082636942	0.205631259	TTC27	tetratricopeptide repeat domain 27
ENSG00000018869	0.048176898	0.668381207	0.805013483	ZNF582	zinc finger protein 582
ENSG00000019102	-1.57923395	8.71E-08	3.45E-06	VSIG2	V-set and immunoglobulin domain containing 2
ENSG00000019144	0.312732637	0.008731745	0.040229839	PHLDB1	pleckstrin homology like domain family B member 1
ENSG00000019169	-0.104667307	0.262329417	0.450058629	MARCO	macrophage receptor with collagenous structure
ENSG00000019186	-0.004815256	0.977014656	0.991899806	CYP24A1	cytochrome P450 family 24 subfamily A member 1
ENSG00000019485	0.165362449	0.088385045	0.215701066	PRDM11	PR/SET domain 11
ENSG00000019549	-0.716847225	6.94E-05	0.000923959	SNAI2	snail family transcriptional repressor 2
ENSG00000019582	0.061233073	0.571360663	0.735749412	CD74	CD74 molecule
ENSG00000019991	0.179410817	0.147161155	0.307204413	HGF	hepatocyte growth factor
ENSG00000019995	-0.023295531	0.819257366	0.973212186	ZRANB1	zinc finger RANBP2-type containing 1
ENSG00000020129	0.383753636	7.18E-06	0.000146885	NCDN	neurochondrin
ENSG00000020181	0.140251129	0.271301454	0.464003248	ADGRA2	adhesion G protein-coupled receptor A2
ENSG00000020256	-0.135409106	0.025450219	0.088633637	ZFP64	ZFP64 zinc finger protein
ENSG00000020426	-0.351385687	1.35E-06	3.56E-05	MNAT1	MNAT1 component of CDK activating kinase
ENSG00000020577	-0.108903751	0.255268771	0.445380808	SAMD4A	sterile alpha motif domain containing 4A
ENSG00000020633	-0.060031057	0.598869977	0.75644369	RUNX3	RUNX family transcription factor 3
ENSG00000020922	0.000350385	0.995642461	1	MRE11	"MRE11 homolog, double strand break repair nuclease"
ENSG00000021300	-0.02078562	0.850016454	0.91972027	PLEKHB1	pleckstrin homology domain containing B1
ENSG00000021355	0.064471026	0.451297139	0.638107193	SERPINB1	serpin family B member 1
ENSG00000021461	-0.125010968	0.23567725	0.422635231	CYP3A43	cytochrome P450 family 3 subfamily A member 43
ENSG00000021488	0.397501793	0.007989491	0.037682344	SLC7A9	solute carrier family 7 member 9
ENSG00000021574	0.152480404	0.019295456	0.072467317	SPAST	spastin
ENSG00000021645	-0.593189292	0.004560029	0.024639649	NRXN3	neurexin 3
ENSG00000021762	0.15211365	0.156198865	0.320540226	OSBPL5	oxysterol binding protein like 5
ENSG00000021776	0.107901728	0.079369038	0.177827203	AQR	aquarius intron-binding spliceosomal factor
ENSG00000021826	-0.110794109	0.314400334	0.508807705	CPS1	carbamoyl-phosphate synthase 1
ENSG00000021852	-0.052004125	0.661000458	0.799920201	C8B	complement C8 beta chain
ENSG00000022267	0.086246023	0.448792456	0.636035931	FHL1	four and a half LIM domains 1
ENSG00000022277	-0.019249919	0.742026611	0.855076168	RTF2	replication termination factor 2
ENSG00000022556	-0.219408443	0.04959152	0.142806081	NLRP2	NLR family pyrin domain containing 2
ENSG00000022567	-0.005637088	0.961727587	0.983284332	SLC45A4	solute carrier family 45 member 4
ENSG00000022840	0.126092067	0.020456369	0.075925611	RNF10	ring finger protein 10
ENSG00000022976	-0.142063373	0.093771989	0.225120718	ZNF839	zinc finger protein 839
ENSG00000023041	0.139572756	0.02520445	0.087918902	ZDHHC6	zinc finger DHHC-type palmitoyltransferase 6
ENSG00000023171	0.408215161	0.018368879	0.077461013	GRAMD1B	GRAM domain containing 1B
ENSG00000023191	-0.011440941	0.876604697	0.937650922	RNH1	ribonuclease/angiogenin inhibitor 1
ENSG00000023228	0.335818128	9.40E-06	0.0001852	NDUFS1	NADH:ubiquinone oxidoreductase core subunit S1
ENSG00000023287	-0.016117079	0.858360574	0.924471777	RB1CC1	RB1 inducible coiled-coil 1
ENSG00000023318	0.170790453	0.010687879	0.04678315	ERP44	endoplasmic reticulum protein 44
ENSG00000023330	-0.540126995	2.40E-05	0.000394352	ALAS1	5'-aminolevulinate synthase 1
ENSG00000023445	0.201124045	0.112710075	0.256240992	BIRC3	baculoviral IAP repeat containing 3
ENSG00000023516	0.075012014	0.391332646	0.58457116	AKAP11	A-kinase anchoring protein 11
ENSG00000023572	-0.117650997	0.105802335	0.244042562	GLRX2	glutaredoxin 2
ENSG00000023608	-0.005332666	0.950475453	0.977119484	SNAPC1	small nuclear RNA activating complex polypeptide 1
ENSG00000023697	-0.101190927	0.222322764	0.406852704	DERA	deoxyribose-phosphate aldolase
ENSG00000023734	0.24020118	9.44E-05	0.001179251	STRAP	serine/threonine kinase receptor associated protein
ENSG00000023839	-5.68E-05	0.995027845	1	ABCC2	ATP binding cassette subfamily C member 2
ENSG00000023892	-0.050034825	0.642868261	0.811273543	DEF6	DEF6 guanine nucleotide exchange factor
ENSG00000023902	0.131371865	0.208459047	0.389458769	PLEKHO1	pleckstrin homology domain containing O1
ENSG00000023909	-0.158968936	0.139188206	0.258920311	GCLM	glutamate-cysteine ligase modifier subunit
ENSG00000024048	0.029063572	0.666431043	0.803516575	UBR2	ubiquitin protein ligase E3 component n-recognin 2
ENSG00000024422	0.090400591	0.402390262	0.596593978	EHD2	EH domain containing 2
ENSG00000024526	-0.020828233	0.85625485	0.916980343	DEPDC1	DEP domain containing 1
ENSG00000024862	-0.158745881	0.057979814	0.159915905	CCDC28A	coiled-coil domain containing 28A
ENSG00000025039	-0.07823929	0.463249798	0.648241192	RRAGD	Ras related GTP binding D
ENSG00000025156	-0.425186158	1.42E-07	5.22E-06	HSF2	heat shock transcription factor 2
ENSG00000025293	-0.029996665	0.58556642	0.746500962	PHF20	PHD finger protein 20
ENSG00000025423	-0.407161035	0.010550535	0.046267197	HSD17B6	hydroxysteroid 17-beta dehydrogenase 6
ENSG00000025434	0.069772171	0.404224505	0.596030644	NR1H3	nuclear receptor subfamily 1 group H member 3
ENSG00000025708	0.196203635	0.099236467	0.234093263	TYMP	thymidine phosphorylase
ENSG00000025770	-0.179365514	0.031794809	0.104160527	NCAPH2	non-SMC condensin II complex subunit H2
ENSG00000025772	-0.174993138	0.021563532	0.078489415	TOMM34	translocase of outer mitochondrial membrane 34
ENSG00000025796	0.120865181	0.09367861	0.225991668	SEC63	"SEC63 homolog, protein translocation regulator"
ENSG00000025800	0.105509515	0.137709229	0.29329447	KPNA6	karyopherin subunit alpha 6
ENSG00000026025	-0.0824129	0.4247444	0.614512852	VIM	vimentin
ENSG00000026036	-0.109635422	0.344092799	0.538980816	RTEL1-TNFRSF6B	RTEL1-TNFRSF6B readthrough (NMD candidate)
ENSG00000026103	-0.013664519	0.896444431	0.94705456	FAS	Fas cell surface death receptor
ENSG00000026297	0.021894643	0.841136745	0.913730387	RNASET2	ribonuclease T2
ENSG00000026508	-0.002656593	0.981394197	0.994146071	CD44	CD44 molecule (Indian blood group)
ENSG00000026559	1.440134207	1.44E-06	3.75E-05	KCNG1	potassium voltage-gated channel modifier subfamily G member 1
ENSG00000026652	0.003398138	0.976255217	0.985008165	AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4
ENSG00000026751	-0.121262388	0.288732607	0.498185302	SLAMF7	SLAM family member 7
ENSG00000026950	0.17397276	0.084412395	0.209089616	BTN3A1	butyrophilin subfamily 3 member A1
ENSG00000027001	0.09417406	0.27570817	0.468401518	MIPEP	mitochondrial intermediate peptidase
ENSG00000027075	-0.08030273	0.391976067	0.584882632	PRKCH	protein kinase C eta
ENSG00000027644	0.088157173	0.433681878	0.622676978	INSRR	insulin receptor related receptor
ENSG00000027697	-0.14291149	0.178801173	0.351030031	IFNGR1	interferon gamma receptor 1
ENSG00000027847	0.042999417	0.600885683	0.757472558	B4GALT7	"beta-1,4-galactosyltransferase 7"
ENSG00000027869	0.17409209	0.155134191	0.31915154	SH2D2A	SH2 domain containing 2A
ENSG00000028116	-0.043857701	0.633864817	0.781714179	VRK2	VRK serine/threonine kinase 2
ENSG00000028137	0.244066862	0.021309841	0.077795138	TNFRSF1B	TNF receptor superfamily member 1B
ENSG00000028203	0.172247508	0.019937945	0.06572329	VEZT	"vezatin, adherens junctions transmembrane protein"
ENSG00000028277	-0.054999172	0.607406599	0.757045472	POU2F2	POU class 2 homeobox 2
ENSG00000028310	0.111261637	0.115253046	0.232015513	BRD9	bromodomain containing 9
ENSG00000028528	0.204712536	0.001079045	0.008153915	SNX1	sorting nexin 1
ENSG00000028839	-0.46862832	9.00E-08	3.54E-06	TBPL1	TATA-box binding protein like 1
ENSG00000029153	0.131640002	0.256752114	0.447314571	BMAL2	basic helix-loop-helix ARNT like 2
ENSG00000029363	0.092173278	0.109126145	0.249550739	BCLAF1	BCL2 associated transcription factor 1
ENSG00000029364	0.091283899	0.169855655	0.339029158	SLC39A9	solute carrier family 39 member 9
ENSG00000029559	0.187011725	0.044655625	0.13269863	IBSP	integrin binding sialoprotein
ENSG00000029639	-0.050937233	0.555075857	0.72249507	TFB1M	"transcription factor B1, mitochondrial"
ENSG00000029725	0.186943129	0.039372429	0.121149061	RABEP1	"rabaptin, RAB GTPase binding effector protein 1"
ENSG00000029993	0.321306775	0.014320337	0.058148517	HMGB3	high mobility group box 3
ENSG00000030066	-0.034510445	0.628941821	0.705197425	NUP160	nucleoporin 160
ENSG00000030110	0.307350794	0.00195957	0.01284625	BAK1	BCL2 antagonist/killer 1
ENSG00000030304	-0.054321675	0.486153834	0.643871654	MUSK	muscle associated receptor tyrosine kinase
ENSG00000030419	-0.841038903	1.50E-08	7.69E-07	IKZF2	IKAROS family zinc finger 2
ENSG00000030582	-0.02382304	0.777152596	0.877008479	GRN	granulin precursor
ENSG00000031003	0.018467501	0.816000807	0.97102373	FAM13B	family with sequence similarity 13 member B
ENSG00000031081	-0.208450618	0.047461873	0.138450776	ARHGAP31	Rho GTPase activating protein 31
ENSG00000031691	-0.24144057	0.014035098	0.056811596	CENPQ	centromere protein Q
ENSG00000031698	0.00663882	0.930620954	0.965466122	SARS1	seryl-tRNA synthetase 1
ENSG00000031823	0.083768536	0.156986504	0.321575652	RANBP3	RAN binding protein 3
ENSG00000032219	0.031095278	0.727381523	0.845799065	ARID4A	AT-rich interaction domain 4A
ENSG00000032389	0.349525772	2.03E-06	4.98E-05	EIPR1	EARP complex and GARP complex interacting protein 1
ENSG00000032444	0.046829411	0.534584969	0.705680557	PNPLA6	patatin like phospholipase domain containing 6
ENSG00000032742	-0.195030165	0.020324908	0.07525547	IFT88	intraflagellar transport 88
ENSG00000033011	0.216843709	0.004202324	0.023254616	ALG1	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase
ENSG00000033030	-0.045394715	0.484230319	0.665732969	ZCCHC8	zinc finger CCHC-type containing 8
ENSG00000033050	-0.019599286	0.809645643	0.894251489	ABCF2	ATP binding cassette subfamily F member 2
ENSG00000033100	0.08393144	0.264377556	0.455666672	CHPF2	chondroitin polymerizing factor 2
ENSG00000033122	0.414146185	0.005789974	0.029589891	LRRC7	leucine rich repeat containing 7
ENSG00000033170	-0.037834468	0.718048078	0.839940911	FUT8	fucosyltransferase 8
ENSG00000033178	0.191849704	0.018339016	0.06171851	UBA6	ubiquitin like modifier activating enzyme 6
ENSG00000033327	-0.025006581	0.790282366	0.88353915	GAB2	GRB2 associated binding protein 2
ENSG00000033627	0.047317609	0.580976832	0.743202498	ATP6V0A1	ATPase H+ transporting V0 subunit a1
ENSG00000033800	-0.043987384	0.53526617	0.70630204	PIAS1	protein inhibitor of activated STAT 1
ENSG00000033867	-0.286337313	0.019146875	0.072079511	SLC4A7	solute carrier family 4 member 7
ENSG00000034053	0.923389274	1.07E-05	0.000203131	APBA2	amyloid beta precursor protein binding family A member 2
ENSG00000034152	0.040012489	0.651044861	0.79622147	MAP2K3	mitogen-activated protein kinase kinase 3
ENSG00000034239	-1.584588485	2.92E-08	1.35E-06	CLXN	calaxin
ENSG00000034510	0.138201828	0.240996623	0.428776337	TMSB10	thymosin beta 10
ENSG00000034533	-0.292940368	1.56E-06	4.02E-05	ASTE1	asteroid homolog 1
ENSG00000034677	0.365730468	0.000227594	0.002367851	RNF19A	"ring finger protein 19A, RBR E3 ubiquitin protein ligase"
ENSG00000034693	-0.159652793	0.086363883	0.212275637	PEX3	peroxisomal biogenesis factor 3
ENSG00000034713	0.005081397	0.938500077	0.970138566	GABARAPL2	GABA type A receptor associated protein like 2
ENSG00000034971	0.016064286	0.837989131	0.883438033	MYOC	myocilin
ENSG00000035115	-0.005096044	0.965343445	0.984982272	SH3YL1	SH3 and SYLF domain containing 1
